Empresa Aérea;Aeroporto de Origem Designador OACI;Nome/UF/País Origem;Aeroporto de Destino Designador OACI;Nome/UF/País Destino;Etapas Previstas;% de Cancelamentos;% de Atrasos Superiores a 30 min;% de Atrasos Superiores a 60 min
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);111;    ,00;    ,90;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);60;    ,00;   3,33;   1,67
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);77;   2,60;   1,33;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBFZ;PINTO MARTINS(CE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);110;    ,91;   3,67;    ,92
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBFZ;PINTO MARTINS(CE, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);31;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBFZ;PINTO MARTINS(CE, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);4;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBFZ;PINTO MARTINS(CE, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);28;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBFN;FERNANDO DE NORONHA(PE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);45;    ,00;   6,67;   2,22
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBFL;HERCÍLIO LUZ(SC, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);1;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBFL;HERCÍLIO LUZ(SC, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);112;    ,00;    ,89;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBFL;HERCÍLIO LUZ(SC, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBFI;CATARATAS(PR, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);1;    ,00; 100,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBFI;CATARATAS(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;    ,00;  10,00;   3,33
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBFI;CATARATAS(PR, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);28;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBEG;EDUARDO GOMES(AM, BRASIL);SBTT;TABATINGA(AM, BRASIL);21;   9,52;   5,26;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBEG;EDUARDO GOMES(AM, BRASIL);SBTF;TEFÉ(AM, BRASIL);17;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBEG;EDUARDO GOMES(AM, BRASIL);SBPV;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL);26;    ,00;   7,69;   7,69
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBEG;EDUARDO GOMES(AM, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);63;   1,59;   1,61;   1,61
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBEG;EDUARDO GOMES(AM, BRASIL);SBBV;ATLAS BRASIL CANTANHEDE(RR, BRASIL);30;    ,00;   6,67;   6,67
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBEG;EDUARDO GOMES(AM, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);30;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBDO;DOURADOS(MS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);25;    ,00;   4,00;   4,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBDN;PRESIDENTE PRUDENTE(SP, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);57;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBDB;BONITO(MS, BRASIL);SBCR;CORUMBÁ(MS, BRASIL);11;   9,09;  10,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCY;MARECHAL RONDON(MT, BRASIL);SBSI;PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL);22;   4,55;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCY;MARECHAL RONDON(MT, BRASIL);SBPV;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL);30;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCY;MARECHAL RONDON(MT, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);85;    ,00;   3,53;   3,53
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCY;MARECHAL RONDON(MT, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);50;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCY;MARECHAL RONDON(MT, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);26;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCY;MARECHAL RONDON(MT, BRASIL);SBAT;PILOTO OSVALDO MARQUES DIAS(MT, BRASIL);12;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCX;REGIONAL HUGO CANTERGIANI(RS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);25;    ,00;   4,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCT;AFONSO PENA(PR, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);31;   3,23;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCT;AFONSO PENA(PR, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);10;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCT;AFONSO PENA(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);154;   1,30;   2,63;   1,32
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCT;AFONSO PENA(PR, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);32;   3,13;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCT;AFONSO PENA(PR, BRASIL);SBFI;CATARATAS(PR, BRASIL);28;    ,00;   3,57;   3,57
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCT;AFONSO PENA(PR, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);3;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCR;CORUMBÁ(MS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);11;   9,09;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCN;NELSON RODRIGUES GUIMARÃES(GO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1; 100,00;;
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCJ;CARAJÁS(PA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);17;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCJ;CARAJÁS(PA, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);9;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCH;SERAFIN ENOSS BERTASO(SC, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);29;    ,00;   3,45;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCG;CAMPO GRANDE(MS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);55;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SNTF;TEIXEIRA DE FREITAS(BA, BRASIL);15;    ,00;   6,67;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SNBR;BARREIRAS(BA, BRASIL);16;   6,25;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);96;    ,00;   1,04;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBVC;GLAUBER DE ANDRADE ROCHA(BA, BRASIL);30;    ,00;   3,33;   3,33
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBUR;MÁRIO DE ALMEIDA FRANCO(MG, BRASIL);22;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL);61;    ,00;   1,64;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);89;   2,25;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);111;    ,00;    ,90;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);43;    ,00;   4,65;   4,65
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);3;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);135;    ,74;   2,24;   1,49
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);110;   6,36;   1,94;    ,97
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);35;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);4;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBMK;MÁRIO RIBEIRO(MG, BRASIL);50;    ,00;   2,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);159;    ,63;   2,53;   1,90
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);2;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBJE;JERICOACORA(CE, BRASIL);9;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBIL;BAHIA - JORGE AMADO(BA, BRASIL);30;   6,67;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBGV;CORONEL ALTINO MACHADO(MG, BRASIL);30;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);86;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);60;   1,67;   6,78;   3,39
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);4;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBFL;HERCÍLIO LUZ(SC, BRASIL);1;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);26;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);2;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBCJ;CARAJÁS(PA, BRASIL);17;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);85;    ,00;   2,35;   1,18
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCF;TANCREDO NEVES(MG, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);30;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBCA;ADALBERTO MENDES DA SILVA(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);31;   3,23;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBV;ATLAS BRASIL CANTANHEDE(RR, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);30;    ,00;  13,33;   6,67
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);32;    ,00;   3,13;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);27;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);128;    ,78;    ,79;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);85;    ,00;   3,53;   1,18
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBSN;MAESTRO WILSON FONSECA(PA, BRASIL);31;    ,00;   3,23;   3,23
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);57;   3,51;   1,82;   1,82
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBMQ;ALBERTO ALCOLUMBRE(AP, BRASIL);58;   1,72;   3,51;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBMA;JOÃO CORREA DA ROCHA(PA, BRASIL);29;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);43;    ,00;   4,65;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBIZ;PREFEITO RENATO MOREIRA(MA, BRASIL);9;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBHT;ALTAMIRA(PA, BRASIL);19;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);29;   3,45;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);30;    ,00;   6,67;   6,67
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBCJ;CARAJÁS(PA, BRASIL);9;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);31;    ,00;   9,68;   3,23
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBAU;ESTADUAL DARIO GUARITA(SP, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);26;    ,00;   7,69;   7,69
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBAT;PILOTO OSVALDO MARQUES DIAS(MT, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);12;    ,00;    ,00;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBAR;SANTA MARIA(SE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);99;    ,00;   5,05;   2,02
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;SBAE;BAURU/AREALVA (SJTC*)(SP, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);26;    ,00;   3,85;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;LPPT;LISBOA(, PORTUGAL);SBKP;VIRACOPOS(SP, BRASIL);6;    ,00;  16,67;    ,00
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;KFLL;FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT(, ESTADOS UNIDOS DA AMÉRICA);SBKP;VIRACOPOS(SP, BRASIL);13;  92,31; 100,00; 100,00
