Empresa Aérea;N Voo;Aeroporto de Origem Designador OACI;Nome/UF/Pai�s Origem;Aeroporto de Destino Designador OACI;Nome/UF/Pai�s Destino;Etapas Previstas;% de Cancelamentos;% de Atrasos Superiores a 30 min;% de Atrasos Superiores a 60 min
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);5670;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6072;SBKP;VIRACOPOS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);28;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6072;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);28;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6073;SBKP;VIRACOPOS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6074;SBKP;VIRACOPOS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6075;SBKP;VIRACOPOS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);21;4,76;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6076;SBKP;VIRACOPOS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6077;SBKP;VIRACOPOS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);22;4,55;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6078;SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);10;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6078;SBKP;VIRACOPOS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);13;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6080;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);28;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6080;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);29;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6081;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6082;SBCF;TANCREDO NEVES(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);6;0;16,67;16,67
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6083;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6084;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);21;0;4,76;4,76
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6084;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6085;SBKP;VIRACOPOS(SP, BRASIL);SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);27;0;3,7;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);6086;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);7099;LEMD;ADOLFO SUÁREZ MADRID-BARAJAS AIRPORT(, ESPANHA);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);15;0;6,67;6,67
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);7107;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);LEMD;ADOLFO SUÁREZ MADRID-BARAJAS AIRPORT(, ESPANHA);15;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8440;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;100;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8442;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);27;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8442;SBCF;TANCREDO NEVES(MG, BRASIL);SBJE;JERICOACORA(CE, BRASIL);9;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8443;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);27;3,7;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8444;SBEG;EDUARDO GOMES(AM, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8445;SBSN;MAESTRO WILSON FONSECA(PA, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);29;3,45;3,57;3,57
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8446;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;6,67;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8447;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);6;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8450;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);28;0;3,57;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8452;SBEG;EDUARDO GOMES(AM, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8452;SBCT;AFONSO PENA(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);28;3,57;11,11;7,41
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8452;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8453;SBCF;TANCREDO NEVES(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);8;0;12,5;12,5
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8454;SBCF;TANCREDO NEVES(MG, BRASIL);SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);29;0;3,45;3,45
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8471;SBKP;VIRACOPOS(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;0;3,33;3,33
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8472;SBCF;TANCREDO NEVES(MG, BRASIL);SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);29;0;3,45;3,45
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8474;SBCF;TANCREDO NEVES(MG, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8476;SBCF;TANCREDO NEVES(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);2;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8477;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8478;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBMQ;ALBERTO ALCOLUMBRE(AP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8479;SBJE;JERICOACORA(CE, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);9;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8479;SBEG;EDUARDO GOMES(AM, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8480;SBCF;TANCREDO NEVES(MG, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8481;SBCF;TANCREDO NEVES(MG, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);27;22,22;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8484;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8485;SBCF;TANCREDO NEVES(MG, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;3,33;6,9;3,45
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8486;SBCF;TANCREDO NEVES(MG, BRASIL);SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL);23;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8486;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBSN;MAESTRO WILSON FONSECA(PA, BRASIL);29;0;3,45;3,45
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8487;SBCF;TANCREDO NEVES(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);10;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8489;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);19;10,53;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8490;SBCF;TANCREDO NEVES(MG, BRASIL);SBGV;CORONEL ALTINO MACHADO(MG, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8491;SBCF;TANCREDO NEVES(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8492;SBCF;TANCREDO NEVES(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);25;0;4;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8493;SBCF;TANCREDO NEVES(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8494;SBKG;PRESIDENTE JOÃO SUASSUNA(PB, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8496;SBCF;TANCREDO NEVES(MG, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8497;SBCF;TANCREDO NEVES(MG, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8502;SBCF;TANCREDO NEVES(MG, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);25;0;4;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8503;SBCF;TANCREDO NEVES(MG, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);27;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8504;SBCF;TANCREDO NEVES(MG, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);17;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8505;SBCF;TANCREDO NEVES(MG, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);25;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8510;SBCT;AFONSO PENA(PR, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);3;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8511;SBFZ;PINTO MARTINS(CE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8512;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);2;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8515;SBKP;VIRACOPOS(SP, BRASIL);SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);25;0;4;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8516;SBKP;VIRACOPOS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8517;SBKP;VIRACOPOS(SP, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);26;0;3,85;3,85
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8518;SBCF;TANCREDO NEVES(MG, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);22;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8519;SBJU;ORLANDO BEZERRA DE MENEZES(CE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);25;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8522;SBKP;VIRACOPOS(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);25;0;8;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8523;SBPA;SALGADO FILHO(RS, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8524;SBPL;SENADOR NILO COELHO(PE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);4;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8525;SBPA;SALGADO FILHO(RS, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8525;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8528;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);3;33,33;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8528;SBBV;ATLAS BRASIL CANTANHEDE(RR, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8529;SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);23;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8531;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);29;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8532;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);24;25;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8533;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);29;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8534;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBJU;ORLANDO BEZERRA DE MENEZES(CE, BRASIL);21;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8536;SBFI;CATARATAS(PR, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8538;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8539;SBKP;VIRACOPOS(SP, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);30;0;13,33;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8544;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);30;0;3,33;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8545;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);16;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8546;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);25;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8548;SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;3,33;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8549;SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);29;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8550;SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);27;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8552;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);26;0;7,69;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8553;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);28;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8553;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8554;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);29;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8556;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8559;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8560;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);26;0;3,85;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8561;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;3,33;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8562;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);28;3,57;7,41;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8564;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);29;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8565;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;0;3,33;3,33
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8566;SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);30;0;6,67;3,33
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8568;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;25;25
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8569;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);28;3,57;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8570;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);27;0;7,41;7,41
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8571;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);24;0;4,17;4,17
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8574;SBTE;SENADOR PETRÔNIO PORTELLA(PI, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);29;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8577;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8578;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8579;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8611;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8613;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);25;8;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8615;SBKP;VIRACOPOS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8616;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);21;0;4,76;4,76
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8618;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;0;3,33;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8620;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8621;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);26;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8623;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);26;0;3,85;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8623;SBKP;VIRACOPOS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8624;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);26;0;3,85;3,85
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8626;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);17;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8627;SNBR;BARREIRAS(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);16;6,25;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8628;SBCF;TANCREDO NEVES(MG, BRASIL);SNBR;BARREIRAS(BA, BRASIL);16;6,25;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8632;SBCF;TANCREDO NEVES(MG, BRASIL);SBMK;MÁRIO RIBEIRO(MG, BRASIL);25;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8635;SBCF;TANCREDO NEVES(MG, BRASIL);SBMK;MÁRIO RIBEIRO(MG, BRASIL);25;0;4;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8636;SBCF;TANCREDO NEVES(MG, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
LAN - LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A);8637;SBKG;PRESIDENTE JOÃO SUASSUNA(PB, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;3,33;10,34;6,9
