Empresa Aérea;N Voo;Aeroporto de Origem Designador OACI;Nome/UF/Pai�s Origem;Aeroporto de Destino Designador OACI;Nome/UF/Pai�s Destino;Etapas Previstas;% de Cancelamentos;% de Atrasos Superiores a 30 min;% de Atrasos Superiores a 60 min
TAM - TAM LINHAS AÉREAS S.A.;3418;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBSP;CONGONHAS(SP, BRASIL);22;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3420;SBSP;CONGONHAS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);24;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3421;SBSP;CONGONHAS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3427;SBSP;CONGONHAS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);21;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3428;SBSP;CONGONHAS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);19;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3429;SBSP;CONGONHAS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);18;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3430;SBSP;CONGONHAS(SP, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3432;SBCY;MARECHAL RONDON(MT, BRASIL);SBSP;CONGONHAS(SP, BRASIL);6;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3434;SBSP;CONGONHAS(SP, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);6;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3447;SBSP;CONGONHAS(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3448;SBSP;CONGONHAS(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);8;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3450;SBSP;CONGONHAS(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);13;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3451;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3452;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);13;0;7,69;0
TAM - TAM LINHAS AÉREAS S.A.;3457;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBAR;SANTA MARIA(SE, BRASIL);5;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3459;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);7;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3461;SBSP;CONGONHAS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3463;SBAR;SANTA MARIA(SE, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);5;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3467;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBBV;ATLAS BRASIL CANTANHEDE(RR, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3468;SBSP;CONGONHAS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3469;SBSP;CONGONHAS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);7;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3470;SBSP;CONGONHAS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);17;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3471;SBCT;AFONSO PENA(PR, BRASIL);SBSP;CONGONHAS(SP, BRASIL);16;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3473;SBCT;AFONSO PENA(PR, BRASIL);SBSP;CONGONHAS(SP, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3475;SBBV;ATLAS BRASIL CANTANHEDE(RR, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3480;SBCT;AFONSO PENA(PR, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3481;SBCT;AFONSO PENA(PR, BRASIL);SBSP;CONGONHAS(SP, BRASIL);7;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3512;SBSP;CONGONHAS(SP, BRASIL);SBFI;CATARATAS(PR, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3513;SBFI;CATARATAS(PR, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3516;SBSP;CONGONHAS(SP, BRASIL);SBIL;BAHIA - JORGE AMADO(BA, BRASIL);16;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3517;SBIL;BAHIA - JORGE AMADO(BA, BRASIL);SBSP;CONGONHAS(SP, BRASIL);16;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3518;SBSP;CONGONHAS(SP, BRASIL);SBJA;REGIONAL SUL(SC, BRASIL);12;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3519;SBJA;REGIONAL SUL(SC, BRASIL);SBSP;CONGONHAS(SP, BRASIL);12;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3529;SBIL;BAHIA - JORGE AMADO(BA, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);8;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3564;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3569;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3572;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3573;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3574;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);5;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3576;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3577;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);18;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3578;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);9;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3579;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);17;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3583;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3585;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);13;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3586;SBCF;TANCREDO NEVES(MG, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3587;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3590;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);21;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3591;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3592;SBSP;CONGONHAS(SP, BRASIL);SBCT;AFONSO PENA(PR, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3592;SBSP;CONGONHAS(SP, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3593;SBCT;AFONSO PENA(PR, BRASIL);SBSP;CONGONHAS(SP, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3594;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3595;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3598;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);19;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3600;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);7;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3601;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);12;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3603;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);6;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3606;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);18;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3607;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);6;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3608;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);18;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3613;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3615;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);9;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3617;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBSP;CONGONHAS(SP, BRASIL);11;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3619;SBFZ;PINTO MARTINS(CE, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);12;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3673;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBAR;SANTA MARIA(SE, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3674;SBAR;SANTA MARIA(SE, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);4;0;25;0
TAM - TAM LINHAS AÉREAS S.A.;3682;SBPS;PORTO SEGURO(BA, BRASIL);SBSP;CONGONHAS(SP, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3683;SBPS;PORTO SEGURO(BA, BRASIL);SBSP;CONGONHAS(SP, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3684;SBSP;CONGONHAS(SP, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3685;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBMA;JOÃO CORREA DA ROCHA(PA, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3686;SBPS;PORTO SEGURO(BA, BRASIL);SBSP;CONGONHAS(SP, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3687;SBSP;CONGONHAS(SP, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3688;SBSP;CONGONHAS(SP, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3691;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);17;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3693;SBFZ;PINTO MARTINS(CE, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);26;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3694;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);26;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3696;SBEG;EDUARDO GOMES(AM, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);17;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3700;SBSP;CONGONHAS(SP, BRASIL);SBJV;LAURO CARNEIRO DE LOYOLA(SC, BRASIL);13;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3703;SBJV;LAURO CARNEIRO DE LOYOLA(SC, BRASIL);SBSP;CONGONHAS(SP, BRASIL);13;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3717;SBSP;CONGONHAS(SP, BRASIL);SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);5;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3718;SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3719;SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);SBSP;CONGONHAS(SP, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3720;SBSP;CONGONHAS(SP, BRASIL);SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3722;SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3724;SBSP;CONGONHAS(SP, BRASIL);SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3725;SBSP;CONGONHAS(SP, BRASIL);SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3726;SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);SBSP;CONGONHAS(SP, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3727;SBNF;MINISTRO VICTOR KONDER(SC, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3737;SBSP;CONGONHAS(SP, BRASIL);SBRP;LEITE LOPES(SP, BRASIL);13;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3738;SBRP;LEITE LOPES(SP, BRASIL);SBSP;CONGONHAS(SP, BRASIL);13;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3746;SBSP;CONGONHAS(SP, BRASIL);SBSR;PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3747;SBSR;PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL);SBSP;CONGONHAS(SP, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3753;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBSP;CONGONHAS(SP, BRASIL);12;8,33;0;0
TAM - TAM LINHAS AÉREAS S.A.;3754;SBSP;CONGONHAS(SP, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);15;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3756;SBSP;CONGONHAS(SP, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);22;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3761;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBSP;CONGONHAS(SP, BRASIL);15;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3766;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBSP;CONGONHAS(SP, BRASIL);22;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3774;SBSP;CONGONHAS(SP, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3775;SBSP;CONGONHAS(SP, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);11;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3776;SBSP;CONGONHAS(SP, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);6;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3777;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBSP;CONGONHAS(SP, BRASIL);6;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3779;SBSP;CONGONHAS(SP, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3781;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBSP;CONGONHAS(SP, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3784;SBSP;CONGONHAS(SP, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3785;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3868;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBFL;HERCÍLIO LUZ(SC, BRASIL);20;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3882;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBCG;CAMPO GRANDE(MS, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3885;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBCG;CAMPO GRANDE(MS, BRASIL);19;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3971;SBSP;CONGONHAS(SP, BRASIL);SBFL;HERCÍLIO LUZ(SC, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3973;SBFL;HERCÍLIO LUZ(SC, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3974;SBFL;HERCÍLIO LUZ(SC, BRASIL);SBSP;CONGONHAS(SP, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3978;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3979;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3980;SBSP;CONGONHAS(SP, BRASIL);SBCH;SERAFIN ENOSS BERTASO(SC, BRASIL);13;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3981;SBCH;SERAFIN ENOSS BERTASO(SC, BRASIL);SBSP;CONGONHAS(SP, BRASIL);13;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3982;SBSP;CONGONHAS(SP, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3983;SBFZ;PINTO MARTINS(CE, BRASIL);SBSP;CONGONHAS(SP, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3990;SBSP;CONGONHAS(SP, BRASIL);SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3991;SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);SBSP;CONGONHAS(SP, BRASIL);2;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3992;SBSP;CONGONHAS(SP, BRASIL);SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);6;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3993;SBGO;SANTA GENOVEVA/GOIÂNIA(GO, BRASIL);SBSP;CONGONHAS(SP, BRASIL);6;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3996;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3997;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);7;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;3998;SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);13;0;7,69;7,69
TAM - TAM LINHAS AÉREAS S.A.;3999;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);13;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4501;SBSP;CONGONHAS(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);4;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4505;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4513;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);26;0;3,85;3,85
TAM - TAM LINHAS AÉREAS S.A.;4514;SBPA;SALGADO FILHO(RS, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);26;0;3,85;3,85
TAM - TAM LINHAS AÉREAS S.A.;4515;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);7;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4522;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4523;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);3;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4524;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);7;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4525;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);7;0;14,29;0
TAM - TAM LINHAS AÉREAS S.A.;4526;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);16;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4527;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);16;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4528;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);20;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4529;SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);20;0;5;0
TAM - TAM LINHAS AÉREAS S.A.;4530;SBSR;PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);11;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4531;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPJ;BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL);13;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4532;SBPJ;BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);13;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4535;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4536;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);1;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4539;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);5;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4540;SBPS;PORTO SEGURO(BA, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);6;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4545;SBPS;PORTO SEGURO(BA, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);7;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4550;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);28;3,57;0;0
TAM - TAM LINHAS AÉREAS S.A.;4551;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);28;0;0;0
TAM - TAM LINHAS AÉREAS S.A.;4558;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBFL;HERCÍLIO LUZ(SC, BRASIL);30;0;0;0
